"","RandomSubset","NumberPlots","Response","Coefficient","Singular"
"Ran_Ab311","31",869,"ALLEVEN_LOGIT",0.0753596315754487,FALSE
"Ran_Ab312","31",869,"ALLRICH_LOG",-0.0180153437473841,FALSE
"Ran_Ab313","31",869,"HERBEVEN_LOGIT",0.0591628922294276,FALSE
"Ran_Ab314","31",869,"HERBRICH_LOG",-0.000747644044557705,FALSE
"Ran_Ab315","31",869,"TREEEVEN_LOGIT",0.0651582759589627,TRUE
"Ran_Ab316","31",869,"TREERICH_LOG",-0.0400272285450904,FALSE
"Ran_Ab321","32",1146,"ALLEVEN_LOGIT",0.0822770259632675,FALSE
"Ran_Ab322","32",1146,"ALLRICH_LOG",-0.0263198778043354,FALSE
"Ran_Ab323","32",1146,"HERBEVEN_LOGIT",0.0395416697590324,TRUE
"Ran_Ab324","32",1146,"HERBRICH_LOG",-0.0272663634847396,FALSE
"Ran_Ab325","32",1146,"TREEEVEN_LOGIT",0.070285759370134,FALSE
"Ran_Ab326","32",1146,"TREERICH_LOG",-0.0370700011436936,FALSE
"Ran_Ab331","33",1047,"ALLEVEN_LOGIT",0.0808863415032778,FALSE
"Ran_Ab332","33",1047,"ALLRICH_LOG",-0.0394743518284448,FALSE
"Ran_Ab333","33",1047,"HERBEVEN_LOGIT",0.0479366115496716,FALSE
"Ran_Ab334","33",1047,"HERBRICH_LOG",-0.0526719772861179,FALSE
"Ran_Ab335","33",1047,"TREEEVEN_LOGIT",0.0693060827986049,FALSE
"Ran_Ab336","33",1047,"TREERICH_LOG",-0.00511760373530886,TRUE
"Ran_Ab341","34",994,"ALLEVEN_LOGIT",0.0926093281494798,FALSE
"Ran_Ab342","34",994,"ALLRICH_LOG",-0.0300022690975061,FALSE
"Ran_Ab343","34",994,"HERBEVEN_LOGIT",0.0815976997354655,TRUE
"Ran_Ab344","34",994,"HERBRICH_LOG",-0.0403583387199401,FALSE
"Ran_Ab345","34",994,"TREEEVEN_LOGIT",0.0214976443815116,FALSE
"Ran_Ab346","34",994,"TREERICH_LOG",-0.0139228232463324,TRUE
"Ran_Ab351","35",982,"ALLEVEN_LOGIT",0.0725869908382285,FALSE
"Ran_Ab352","35",982,"ALLRICH_LOG",-0.0528137768646319,FALSE
"Ran_Ab353","35",982,"HERBEVEN_LOGIT",0.0865296557627726,FALSE
"Ran_Ab354","35",982,"HERBRICH_LOG",-0.0567239012098657,FALSE
"Ran_Ab355","35",982,"TREEEVEN_LOGIT",0.0371449572532284,FALSE
"Ran_Ab356","35",982,"TREERICH_LOG",-0.0531667260491996,FALSE
"Ran_Ab36","36",1208,"ALLEVEN_LOGIT",0.0933468712312828,FALSE
"Ran_Ab361","36",1208,"ALLRICH_LOG",-0.0173978867777558,FALSE
"Ran_Ab362","36",1208,"HERBEVEN_LOGIT",0.0760634178677008,FALSE
"Ran_Ab363","36",1208,"HERBRICH_LOG",-0.015205581907047,FALSE
"Ran_Ab364","36",1208,"TREEEVEN_LOGIT",0.0972479913056478,FALSE
"Ran_Ab365","36",1208,"TREERICH_LOG",-0.0239609459615154,FALSE
"Ran_Ab37","37",811,"ALLEVEN_LOGIT",0.0931433851220467,FALSE
"Ran_Ab371","37",811,"ALLRICH_LOG",-0.0289828168384854,FALSE
"Ran_Ab372","37",811,"HERBEVEN_LOGIT",0.0405724459866917,FALSE
"Ran_Ab373","37",811,"HERBRICH_LOG",-0.0332977553981536,FALSE
"Ran_Ab374","37",811,"TREEEVEN_LOGIT",0.132380311611766,FALSE
"Ran_Ab375","37",811,"TREERICH_LOG",-0.0248301973611558,TRUE
"Ran_Ab38","38",1361,"ALLEVEN_LOGIT",0.100936255048491,FALSE
"Ran_Ab381","38",1361,"ALLRICH_LOG",-0.0233445012868229,FALSE
"Ran_Ab382","38",1361,"HERBEVEN_LOGIT",0.0992669651975371,FALSE
"Ran_Ab383","38",1361,"HERBRICH_LOG",-0.0252259557985668,FALSE
"Ran_Ab384","38",1361,"TREEEVEN_LOGIT",0.0822074779735651,FALSE
"Ran_Ab385","38",1361,"TREERICH_LOG",-0.026643393753915,FALSE
"Ran_Ab39","39",774,"ALLEVEN_LOGIT",0.0830817160560367,FALSE
"Ran_Ab391","39",774,"ALLRICH_LOG",-0.0405509905864886,FALSE
"Ran_Ab392","39",774,"HERBEVEN_LOGIT",0.0902599073661437,FALSE
"Ran_Ab393","39",774,"HERBRICH_LOG",-0.0528113257930335,FALSE
"Ran_Ab394","39",774,"TREEEVEN_LOGIT",0.0628107704867787,FALSE
"Ran_Ab395","39",774,"TREERICH_LOG",-0.0209358145350166,FALSE
"Ran_Ab40","40",1185,"ALLEVEN_LOGIT",0.0829317116731403,FALSE
"Ran_Ab401","40",1185,"ALLRICH_LOG",-0.0248461016507818,FALSE
"Ran_Ab402","40",1185,"HERBEVEN_LOGIT",0.0650422338284194,FALSE
"Ran_Ab403","40",1185,"HERBRICH_LOG",-0.0281369602510929,FALSE
"Ran_Ab404","40",1185,"TREEEVEN_LOGIT",0.00939762216934504,TRUE
"Ran_Ab405","40",1185,"TREERICH_LOG",-0.032478193730581,FALSE
"Ran_Ab411","41",959,"ALLEVEN_LOGIT",0.0772390995495217,FALSE
"Ran_Ab412","41",959,"ALLRICH_LOG",-0.0263725878900115,FALSE
"Ran_Ab413","41",959,"HERBEVEN_LOGIT",0.0628898734526933,FALSE
"Ran_Ab414","41",959,"HERBRICH_LOG",-0.0230363434515629,FALSE
"Ran_Ab415","41",959,"TREEEVEN_LOGIT",0.0730504848443193,FALSE
"Ran_Ab416","41",959,"TREERICH_LOG",-0.0489953588735493,FALSE
"Ran_Ab421","42",1825,"ALLEVEN_LOGIT",0.129825589142783,FALSE
"Ran_Ab422","42",1825,"ALLRICH_LOG",-0.00599549282607242,FALSE
"Ran_Ab423","42",1825,"HERBEVEN_LOGIT",0.141945226584829,FALSE
"Ran_Ab424","42",1825,"HERBRICH_LOG",-0.00212068532681712,FALSE
"Ran_Ab425","42",1825,"TREEEVEN_LOGIT",0.123927955773293,FALSE
"Ran_Ab426","42",1825,"TREERICH_LOG",-0.018376468881447,FALSE
"Ran_Ab431","43",937,"ALLEVEN_LOGIT",0.0788556472983875,FALSE
"Ran_Ab432","43",937,"ALLRICH_LOG",-0.00421690011014594,FALSE
"Ran_Ab433","43",937,"HERBEVEN_LOGIT",0.0310658806894536,FALSE
"Ran_Ab434","43",937,"HERBRICH_LOG",-0.00340917119094022,FALSE
"Ran_Ab435","43",937,"TREEEVEN_LOGIT",0.0403691445280352,TRUE
"Ran_Ab436","43",937,"TREERICH_LOG",-0.0250056529970011,FALSE
"Ran_Ab441","44",1402,"ALLEVEN_LOGIT",0.0661285326456389,FALSE
"Ran_Ab442","44",1402,"ALLRICH_LOG",-0.0118424117383862,FALSE
"Ran_Ab443","44",1402,"HERBEVEN_LOGIT",0.0486823949218743,FALSE
"Ran_Ab444","44",1402,"HERBRICH_LOG",-0.0118195733329362,FALSE
"Ran_Ab445","44",1402,"TREEEVEN_LOGIT",0.0849419813313055,FALSE
"Ran_Ab446","44",1402,"TREERICH_LOG",-0.0201210914057097,FALSE
"Ran_Ab451","45",1404,"ALLEVEN_LOGIT",0.125899004173112,FALSE
"Ran_Ab452","45",1404,"ALLRICH_LOG",-0.0139047189169147,FALSE
"Ran_Ab453","45",1404,"HERBEVEN_LOGIT",0.0966507458812407,FALSE
"Ran_Ab454","45",1404,"HERBRICH_LOG",-0.0108691949973304,FALSE
"Ran_Ab455","45",1404,"TREEEVEN_LOGIT",0.093930301534317,FALSE
"Ran_Ab456","45",1404,"TREERICH_LOG",-0.0185043353952524,FALSE
"Ran_Ab46","46",1461,"ALLEVEN_LOGIT",0.0858313995415255,FALSE
"Ran_Ab461","46",1461,"ALLRICH_LOG",-0.0312805478773266,FALSE
"Ran_Ab462","46",1461,"HERBEVEN_LOGIT",0.0675049471399843,TRUE
"Ran_Ab463","46",1461,"HERBRICH_LOG",-0.0291636840938948,FALSE
"Ran_Ab464","46",1461,"TREEEVEN_LOGIT",0.0867904524054301,FALSE
"Ran_Ab465","46",1461,"TREERICH_LOG",-0.035895538076315,FALSE
"Ran_Ab47","47",1242,"ALLEVEN_LOGIT",0.081188937419879,FALSE
"Ran_Ab471","47",1242,"ALLRICH_LOG",-0.0358425332869586,FALSE
"Ran_Ab472","47",1242,"HERBEVEN_LOGIT",0.0359414630313527,FALSE
"Ran_Ab473","47",1242,"HERBRICH_LOG",-0.0402026866224738,FALSE
"Ran_Ab474","47",1242,"TREEEVEN_LOGIT",0.114931668752255,FALSE
"Ran_Ab475","47",1242,"TREERICH_LOG",-0.0231254751943832,FALSE
"Ran_Ab48","48",1320,"ALLEVEN_LOGIT",0.0758462179907074,FALSE
"Ran_Ab481","48",1320,"ALLRICH_LOG",-0.0308224773882239,FALSE
"Ran_Ab482","48",1320,"HERBEVEN_LOGIT",0.0630420620754408,FALSE
"Ran_Ab483","48",1320,"HERBRICH_LOG",-0.0229855717341443,FALSE
"Ran_Ab484","48",1320,"TREEEVEN_LOGIT",0.102767463729757,FALSE
"Ran_Ab485","48",1320,"TREERICH_LOG",-0.052288407456557,TRUE
"Ran_Ab49","49",1063,"ALLEVEN_LOGIT",0.0673532660829562,FALSE
"Ran_Ab491","49",1063,"ALLRICH_LOG",-0.0397672438034589,FALSE
"Ran_Ab492","49",1063,"HERBEVEN_LOGIT",0.0281362794629554,FALSE
"Ran_Ab493","49",1063,"HERBRICH_LOG",-0.0348294211378226,FALSE
"Ran_Ab494","49",1063,"TREEEVEN_LOGIT",0.100880361082757,FALSE
"Ran_Ab495","49",1063,"TREERICH_LOG",-0.0496403851758647,TRUE
"Ran_Ab50","50",1128,"ALLEVEN_LOGIT",0.047571423284781,FALSE
"Ran_Ab501","50",1128,"ALLRICH_LOG",-0.0169442064505911,FALSE
"Ran_Ab502","50",1128,"HERBEVEN_LOGIT",0.0388303124754189,FALSE
"Ran_Ab503","50",1128,"HERBRICH_LOG",-0.00398380689558785,FALSE
"Ran_Ab504","50",1128,"TREEEVEN_LOGIT",0.039573515878005,FALSE
"Ran_Ab505","50",1128,"TREERICH_LOG",-0.0685310006657872,FALSE
"Ran_Ab511","51",982,"ALLEVEN_LOGIT",0.0976098070267326,FALSE
"Ran_Ab512","51",982,"ALLRICH_LOG",-0.0343383508548994,FALSE
"Ran_Ab513","51",982,"HERBEVEN_LOGIT",0.0898042184736557,TRUE
"Ran_Ab514","51",982,"HERBRICH_LOG",-0.0412875946819691,FALSE
"Ran_Ab515","51",982,"TREEEVEN_LOGIT",0.0661916211979056,FALSE
"Ran_Ab516","51",982,"TREERICH_LOG",-0.029420324093235,FALSE
"Ran_Ab521","52",1174,"ALLEVEN_LOGIT",0.0745513329940832,FALSE
"Ran_Ab522","52",1174,"ALLRICH_LOG",-0.0348972848659556,FALSE
"Ran_Ab523","52",1174,"HERBEVEN_LOGIT",0.0954018310245744,FALSE
"Ran_Ab524","52",1174,"HERBRICH_LOG",-0.0247167391101712,FALSE
"Ran_Ab525","52",1174,"TREEEVEN_LOGIT",-0.00788044424766432,TRUE
"Ran_Ab526","52",1174,"TREERICH_LOG",-0.0635692233128174,TRUE
"Ran_Ab531","53",1034,"ALLEVEN_LOGIT",0.0524352495037211,FALSE
"Ran_Ab532","53",1034,"ALLRICH_LOG",-0.0270494795373458,FALSE
"Ran_Ab533","53",1034,"HERBEVEN_LOGIT",0.0643423167364097,FALSE
"Ran_Ab534","53",1034,"HERBRICH_LOG",-0.0319327997158029,FALSE
"Ran_Ab535","53",1034,"TREEEVEN_LOGIT",0.0250461780865922,FALSE
"Ran_Ab536","53",1034,"TREERICH_LOG",-0.0306745331768872,FALSE
"Ran_Ab541","54",1279,"ALLEVEN_LOGIT",0.136542479023557,FALSE
"Ran_Ab542","54",1279,"ALLRICH_LOG",-0.0284467070671428,FALSE
"Ran_Ab543","54",1279,"HERBEVEN_LOGIT",0.13544759986611,FALSE
"Ran_Ab544","54",1279,"HERBRICH_LOG",-0.0381571542261744,FALSE
"Ran_Ab545","54",1279,"TREEEVEN_LOGIT",0.121805103202739,FALSE
"Ran_Ab546","54",1279,"TREERICH_LOG",-0.0312108400571049,FALSE
"Ran_Ab551","55",1276,"ALLEVEN_LOGIT",0.0995025116249367,FALSE
"Ran_Ab552","55",1276,"ALLRICH_LOG",-0.0291414171597615,FALSE
"Ran_Ab553","55",1276,"HERBEVEN_LOGIT",0.0353348525409649,FALSE
"Ran_Ab554","55",1276,"HERBRICH_LOG",-0.0350113311473302,FALSE
